instanceID	dataIDs	label_set	non_label
tweet121	121	Noun,Pronoun,Adjective,Verb	-
tweet122	122	Noun,Pronoun,Adjective,Verb	-
tweet123	123	Noun,Pronoun,Adjective,Verb	-
tweet124	124	Noun,Pronoun,Adjective,Verb	-
tweet125	125	Noun,Pronoun,Adjective,Verb	-
tweet126	126	Noun,Pronoun,Adjective,Verb	-
tweet127	127	Noun,Pronoun,Adjective,Verb	-
tweet128	128	Noun,Pronoun,Adjective,Verb	-
tweet129	129	Noun,Pronoun,Adjective,Verb	-
tweet130	130	Noun,Pronoun,Adjective,Verb	-
tweet131	131	Noun,Pronoun,Adjective,Verb	-
tweet132	132	Noun,Pronoun,Adjective,Verb	-
tweet133	133	Noun,Pronoun,Adjective,Verb	-
tweet134	134	Noun,Pronoun,Adjective,Verb	-
tweet135	135	Noun,Pronoun,Adjective,Verb	-
tweet136	136	Noun,Pronoun,Adjective,Verb	-
tweet137	137	Noun,Pronoun,Adjective,Verb	-
tweet138	138	Noun,Pronoun,Adjective,Verb	-
tweet139	139	Noun,Pronoun,Adjective,Verb	-
tweet140	140	Noun,Pronoun,Adjective,Verb	-
tweet141	141	Noun,Pronoun,Adjective,Verb	-
tweet142	142	Noun,Pronoun,Adjective,Verb	-
tweet143	143	Noun,Pronoun,Adjective,Verb	-
tweet144	144	Noun,Pronoun,Adjective,Verb	-
tweet145	145	Noun,Pronoun,Adjective,Verb	-
tweet146	146	Noun,Pronoun,Adjective,Verb	-
tweet147	147	Noun,Pronoun,Adjective,Verb	-
tweet148	148	Noun,Pronoun,Adjective,Verb	-
tweet149	149	Noun,Pronoun,Adjective,Verb	-
tweet150	150	Noun,Pronoun,Adjective,Verb	-
tweet151	151	Noun,Pronoun,Adjective,Verb	-
tweet152	152	Noun,Pronoun,Adjective,Verb	-
tweet153	153	Noun,Pronoun,Adjective,Verb	-
tweet154	154	Noun,Pronoun,Adjective,Verb	-
tweet155	155	Noun,Pronoun,Adjective,Verb	-
tweet156	156	Noun,Pronoun,Adjective,Verb	-
tweet157	157	Noun,Pronoun,Adjective,Verb	-
tweet158	158	Noun,Pronoun,Adjective,Verb	-
tweet159	159	Noun,Pronoun,Adjective,Verb	-
tweet160	160	Noun,Pronoun,Adjective,Verb	-
tweet161	161	Noun,Pronoun,Adjective,Verb	-
tweet162	162	Noun,Pronoun,Adjective,Verb	-
tweet163	163	Noun,Pronoun,Adjective,Verb	-
tweet164	164	Noun,Pronoun,Adjective,Verb	-
tweet165	165	Noun,Pronoun,Adjective,Verb	-
tweet166	166	Noun,Pronoun,Adjective,Verb	-
tweet167	167	Noun,Pronoun,Adjective,Verb	-
tweet168	168	Noun,Pronoun,Adjective,Verb	-
tweet169	169	Noun,Pronoun,Adjective,Verb	-
tweet170	170	Noun,Pronoun,Adjective,Verb	-
tweet171	171	Noun,Pronoun,Adjective,Verb	-
tweet172	172	Noun,Pronoun,Adjective,Verb	-
tweet173	173	Noun,Pronoun,Adjective,Verb	-
tweet174	174	Noun,Pronoun,Adjective,Verb	-
tweet175	175	Noun,Pronoun,Adjective,Verb	-
tweet176	176	Noun,Pronoun,Adjective,Verb	-
tweet177	177	Noun,Pronoun,Adjective,Verb	-
tweet178	178	Noun,Pronoun,Adjective,Verb	-
tweet179	179	Noun,Pronoun,Adjective,Verb	-
tweet180	180	Noun,Pronoun,Adjective,Verb	-
tweet181	181	Noun,Pronoun,Adjective,Verb	-
tweet182	182	Noun,Pronoun,Adjective,Verb	-
tweet183	183	Noun,Pronoun,Adjective,Verb	-
tweet184	184	Noun,Pronoun,Adjective,Verb	-
tweet185	185	Noun,Pronoun,Adjective,Verb	-
tweet186	186	Noun,Pronoun,Adjective,Verb	-
tweet187	187	Noun,Pronoun,Adjective,Verb	-
tweet188	188	Noun,Pronoun,Adjective,Verb	-
tweet189	189	Noun,Pronoun,Adjective,Verb	-
tweet190	190	Noun,Pronoun,Adjective,Verb	-
tweet191	191	Noun,Pronoun,Adjective,Verb	-
tweet192	192	Noun,Pronoun,Adjective,Verb	-
tweet193	193	Noun,Pronoun,Adjective,Verb	-
tweet194	194	Noun,Pronoun,Adjective,Verb	-
tweet195	195	Noun,Pronoun,Adjective,Verb	-
tweet196	196	Noun,Pronoun,Adjective,Verb	-
tweet197	197	Noun,Pronoun,Adjective,Verb	-
tweet198	198	Noun,Pronoun,Adjective,Verb	-
tweet199	199	Noun,Pronoun,Adjective,Verb	-
tweet200	200	Noun,Pronoun,Adjective,Verb	-
tweet201	201	Noun,Pronoun,Adjective,Verb	-
tweet202	202	Noun,Pronoun,Adjective,Verb	-
tweet203	203	Noun,Pronoun,Adjective,Verb	-
tweet204	204	Noun,Pronoun,Adjective,Verb	-
tweet205	205	Noun,Pronoun,Adjective,Verb	-
tweet206	206	Noun,Pronoun,Adjective,Verb	-
tweet207	207	Noun,Pronoun,Adjective,Verb	-
tweet208	208	Noun,Pronoun,Adjective,Verb	-
tweet209	209	Noun,Pronoun,Adjective,Verb	-
tweet210	210	Noun,Pronoun,Adjective,Verb	-
tweet211	211	Noun,Pronoun,Adjective,Verb	-
tweet212	212	Noun,Pronoun,Adjective,Verb	-
tweet213	213	Noun,Pronoun,Adjective,Verb	-
tweet214	214	Noun,Pronoun,Adjective,Verb	-
tweet215	215	Noun,Pronoun,Adjective,Verb	-
tweet216	216	Noun,Pronoun,Adjective,Verb	-
tweet217	217	Noun,Pronoun,Adjective,Verb	-
tweet218	218	Noun,Pronoun,Adjective,Verb	-
tweet219	219	Noun,Pronoun,Adjective,Verb	-
tweet220	220	Noun,Pronoun,Adjective,Verb	-
tweet221	221	Noun,Pronoun,Adjective,Verb	-
tweet222	222	Noun,Pronoun,Adjective,Verb	-
tweet223	223	Noun,Pronoun,Adjective,Verb	-
tweet224	224	Noun,Pronoun,Adjective,Verb	-
tweet225	225	Noun,Pronoun,Adjective,Verb	-
tweet226	226	Noun,Pronoun,Adjective,Verb	-
tweet227	227	Noun,Pronoun,Adjective,Verb	-
tweet228	228	Noun,Pronoun,Adjective,Verb	-
tweet229	229	Noun,Pronoun,Adjective,Verb	-
tweet230	230	Noun,Pronoun,Adjective,Verb	-
tweet231	231	Noun,Pronoun,Adjective,Verb	-
tweet232	232	Noun,Pronoun,Adjective,Verb	-
tweet233	233	Noun,Pronoun,Adjective,Verb	-
tweet234	234	Noun,Pronoun,Adjective,Verb	-
tweet235	235	Noun,Pronoun,Adjective,Verb	-
tweet236	236	Noun,Pronoun,Adjective,Verb	-
tweet237	237	Noun,Pronoun,Adjective,Verb	-
tweet238	238	Noun,Pronoun,Adjective,Verb	-
tweet239	239	Noun,Pronoun,Adjective,Verb	-
tweet240	240	Noun,Pronoun,Adjective,Verb	-
tweet241	241	Noun,Pronoun,Adjective,Verb	-
tweet242	242	Noun,Pronoun,Adjective,Verb	-
tweet243	243	Noun,Pronoun,Adjective,Verb	-
tweet244	244	Noun,Pronoun,Adjective,Verb	-
tweet245	245	Noun,Pronoun,Adjective,Verb	-
tweet246	246	Noun,Pronoun,Adjective,Verb	-
tweet247	247	Noun,Pronoun,Adjective,Verb	-
tweet248	248	Noun,Pronoun,Adjective,Verb	-
tweet249	249	Noun,Pronoun,Adjective,Verb	-
tweet250	250	Noun,Pronoun,Adjective,Verb	-
tweet251	251	Noun,Pronoun,Adjective,Verb	-
tweet252	252	Noun,Pronoun,Adjective,Verb	-
tweet253	253	Noun,Pronoun,Adjective,Verb	-
tweet254	254	Noun,Pronoun,Adjective,Verb	-
tweet255	255	Noun,Pronoun,Adjective,Verb	-
tweet256	256	Noun,Pronoun,Adjective,Verb	-
tweet257	257	Noun,Pronoun,Adjective,Verb	-
tweet258	258	Noun,Pronoun,Adjective,Verb	-
tweet259	259	Noun,Pronoun,Adjective,Verb	-
tweet260	260	Noun,Pronoun,Adjective,Verb	-
tweet261	261	Noun,Pronoun,Adjective,Verb	-
tweet262	262	Noun,Pronoun,Adjective,Verb	-
tweet263	263	Noun,Pronoun,Adjective,Verb	-
tweet264	264	Noun,Pronoun,Adjective,Verb	-
tweet265	265	Noun,Pronoun,Adjective,Verb	-
tweet266	266	Noun,Pronoun,Adjective,Verb	-
tweet267	267	Noun,Pronoun,Adjective,Verb	-
tweet268	268	Noun,Pronoun,Adjective,Verb	-
tweet269	269	Noun,Pronoun,Adjective,Verb	-
tweet270	270	Noun,Pronoun,Adjective,Verb	-
tweet271	271	Noun,Pronoun,Adjective,Verb	-
tweet272	272	Noun,Pronoun,Adjective,Verb	-
tweet273	273	Noun,Pronoun,Adjective,Verb	-
tweet274	274	Noun,Pronoun,Adjective,Verb	-
tweet275	275	Noun,Pronoun,Adjective,Verb	-
tweet276	276	Noun,Pronoun,Adjective,Verb	-
tweet277	277	Noun,Pronoun,Adjective,Verb	-
tweet278	278	Noun,Pronoun,Adjective,Verb	-
tweet279	279	Noun,Pronoun,Adjective,Verb	-
tweet280	280	Noun,Pronoun,Adjective,Verb	-
tweet281	281	Noun,Pronoun,Adjective,Verb	-
tweet282	282	Noun,Pronoun,Adjective,Verb	-
tweet283	283	Noun,Pronoun,Adjective,Verb	-
tweet284	284	Noun,Pronoun,Adjective,Verb	-
tweet285	285	Noun,Pronoun,Adjective,Verb	-
tweet286	286	Noun,Pronoun,Adjective,Verb	-
tweet287	287	Noun,Pronoun,Adjective,Verb	-
tweet288	288	Noun,Pronoun,Adjective,Verb	-
tweet289	289	Noun,Pronoun,Adjective,Verb	-
tweet290	290	Noun,Pronoun,Adjective,Verb	-
tweet291	291	Noun,Pronoun,Adjective,Verb	-
tweet292	292	Noun,Pronoun,Adjective,Verb	-
tweet293	293	Noun,Pronoun,Adjective,Verb	-
tweet294	294	Noun,Pronoun,Adjective,Verb	-
tweet295	295	Noun,Pronoun,Adjective,Verb	-
tweet296	296	Noun,Pronoun,Adjective,Verb	-
tweet297	297	Noun,Pronoun,Adjective,Verb	-
tweet298	298	Noun,Pronoun,Adjective,Verb	-
tweet299	299	Noun,Pronoun,Adjective,Verb	-
tweet300	300	Noun,Pronoun,Adjective,Verb	-
tweet301	301	Noun,Pronoun,Adjective,Verb	-
tweet302	302	Noun,Pronoun,Adjective,Verb	-
tweet303	303	Noun,Pronoun,Adjective,Verb	-
tweet304	304	Noun,Pronoun,Adjective,Verb	-
tweet305	305	Noun,Pronoun,Adjective,Verb	-
tweet306	306	Noun,Pronoun,Adjective,Verb	-
tweet307	307	Noun,Pronoun,Adjective,Verb	-
tweet308	308	Noun,Pronoun,Adjective,Verb	-
tweet309	309	Noun,Pronoun,Adjective,Verb	-
tweet310	310	Noun,Pronoun,Adjective,Verb	-
tweet311	311	Noun,Pronoun,Adjective,Verb	-
tweet312	312	Noun,Pronoun,Adjective,Verb	-
tweet313	313	Noun,Pronoun,Adjective,Verb	-
tweet314	314	Noun,Pronoun,Adjective,Verb	-
tweet315	315	Noun,Pronoun,Adjective,Verb	-
tweet316	316	Noun,Pronoun,Adjective,Verb	-
tweet317	317	Noun,Pronoun,Adjective,Verb	-
tweet318	318	Noun,Pronoun,Adjective,Verb	-
tweet319	319	Noun,Pronoun,Adjective,Verb	-
tweet320	320	Noun,Pronoun,Adjective,Verb	-
tweet321	321	Noun,Pronoun,Adjective,Verb	-
tweet322	322	Noun,Pronoun,Adjective,Verb	-
tweet323	323	Noun,Pronoun,Adjective,Verb	-
tweet324	324	Noun,Pronoun,Adjective,Verb	-
tweet325	325	Noun,Pronoun,Adjective,Verb	-
